,id,review_count,cusine,reviews
10,founder-bak-kut-teh-no-title,7,singaporean,"{'reviews': [{'url': 'https://www.yelp.com/biz/founder-bak-kut-teh-no-title?hrid=jzVqA5r36Q24NZVVv6IIXA&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': ""This bak kut teh broth is nice and peppery, unlike several others I've tried. I enjoy the kick of spice it gives and the ribs are juicy and meaty. There are..."", 'rating': 5, 'user': {'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/cim9NERBhmDbirERJXRr2Q/o.jpg', 'name': 'Vicky L.'}, 'time_created': '2017-08-10 12:00:36'}, {'url': 'https://www.yelp.com/biz/founder-bak-kut-teh-no-title?hrid=dIH2QHquTgZSYk16PIrBrg&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': 'For those who prefer their broth very peppery and not too herbal-tasting, this is it! Long menu; in addition to different ribs, they have offals and tau fu...', 'rating': 4, 'user': {'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/i5M_7JVO-esWzZ0hrzT_pw/o.jpg', 'name': 'Lam N.'}, 'time_created': '2017-09-30 22:53:35'}, {'url': 'https://www.yelp.com/biz/founder-bak-kut-teh-no-title?hrid=2yAqrBUzJYK6QUekPMnKVA&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': 'We came to this soup/ribs shop on recommendation of a friend. Apparently, many celebs visit it as well and this shop shows that by displaying their pictures...', 'rating': 3, 'user': {'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/hO7-tPbjMapHXmTLAmNXHw/o.jpg', 'name': 'Esther W.'}, 'time_created': '2017-07-30 09:38:37'}], 'total': 7, 'possible_languages': ['en']}"
11,liao-fan-hong-kong-soya-sauce-chicken-rice-and-noodle-singapore,30,singaporean,"{'reviews': [{'url': 'https://www.yelp.com/biz/liao-fan-hong-kong-soya-sauce-chicken-rice-and-noodle-singapore?hrid=-dobBCnddYi64vIs-XZDOg&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': 'Just wanted to comment that N C has no idea what he is talking about.  His review here:...', 'rating': 5, 'user': {'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/zZdsEFnb_Iv7lKfaeylt3g/o.jpg', 'name': 'Javier G.'}, 'time_created': '2017-09-20 01:47:46'}, {'url': 'https://www.yelp.com/biz/liao-fan-hong-kong-soya-sauce-chicken-rice-and-noodle-singapore?hrid=b_wI1eeOVWcI3eybxVBKNQ&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': ""Michelin should be ashamed of themselves by granting this place a star. Even in regards to the world's cheapest Michelin-starred meal, you get what you pay..."", 'rating': 1, 'user': {'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/QlbrrNW_kqgWWi8Y5a9iHg/o.jpg', 'name': 'N C.'}, 'time_created': '2017-09-11 13:55:43'}, {'url': 'https://www.yelp.com/biz/liao-fan-hong-kong-soya-sauce-chicken-rice-and-noodle-singapore?hrid=tTw9Q_-A8cz_3HMV_LLcMQ&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': ""Another questionable Michelin star. Given the price we paid (approx $12 for 2 people) I didn't expect mind blowing food. But I felt that this wasn't that..."", 'rating': 3, 'user': {'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/VRlp6Cr8vGTQ-JujWcmcRA/o.jpg', 'name': 'Angelo B.'}, 'time_created': '2017-09-03 08:30:13'}], 'total': 30, 'possible_languages': ['en']}"
14,bee-cheng-hiang-new-bridge-road-singapore-2,6,singaporean,"{'reviews': [{'url': 'https://www.yelp.com/biz/bee-cheng-hiang-new-bridge-road-singapore-2?hrid=Q5byeGw0QDxyhbMw3U0Kkw&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': 'First of all... I booked my hotel down the street from this place. So it was super convenient for me to buy this whenever I wanted during my stay In...', 'rating': 5, 'user': {'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/5S1y-RyD_8kXBnau-yxovA/o.jpg', 'name': 'Linda L.'}, 'time_created': '2017-04-03 01:53:39'}, {'url': 'https://www.yelp.com/biz/bee-cheng-hiang-new-bridge-road-singapore-2?hrid=vLWABdwLUk52FtUMLY19TQ&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': 'Irresistible, mouth-watering BBQ meat-jerky! I like the Chilli Pork - the spice kicks in at the end. \n\nThe vacuum packed Mini-EZ makes a great choice for...', 'rating': 4, 'user': {'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/9z0DTADtDWqmqpr5Kbp1QA/o.jpg', 'name': 'Jack K.'}, 'time_created': '2016-07-31 14:36:52'}, {'url': 'https://www.yelp.com/biz/bee-cheng-hiang-new-bridge-road-singapore-2?hrid=cPaYU5E2Zw0ihLJZN-jVtw&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': ""The temptation is always too much, I can't walk past here without buying something. This outlet is good as they grill on site instead of just being a retail..."", 'rating': 4, 'user': {'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/m8ueW7ZPh-Mwl-V8a9SVew/o.jpg', 'name': 'Khoi P.'}, 'time_created': '2014-04-12 16:50:44'}], 'total': 6, 'possible_languages': ['en']}"
15,makansutra-gluttons-bay-singapore,42,singaporean,"{'reviews': [{'url': 'https://www.yelp.com/biz/makansutra-gluttons-bay-singapore?hrid=CmeqvGgPmhZgh-6L6J5xvw&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': 'When I came to Singapore for the first time in 2015 this place was chosen by my colleagues from work on the first evening to introduce me to the variety of...', 'rating': 4, 'user': {'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/umvyXRduZAPt7Yn1LIapEw/o.jpg', 'name': 'Sascha N.'}, 'time_created': '2017-05-04 23:33:59'}, {'url': 'https://www.yelp.com/biz/makansutra-gluttons-bay-singapore?hrid=d_KkJ0cW-RjXUl_TP7KOaQ&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': 'With no more than ten vendors, Makansutra Gluttons Bay is one of the smaller hawker centers in Singapore. Food variety is more limited here, so choices...', 'rating': 5, 'user': {'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/f_aBIChv1dOGvC_JnGseBw/o.jpg', 'name': 'Priscilla W.'}, 'time_created': '2016-01-29 15:34:06'}, {'url': 'https://www.yelp.com/biz/makansutra-gluttons-bay-singapore?hrid=FfW21_QzCt5K1gNgE35faQ&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': ""It's like an upscale hawker center basically with better views.  \nI like to walk around the Marina on the weekends, as they usually have some kind of band..."", 'rating': 4, 'user': {'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/IPwoC_W6nJxXDLHt36m7Jg/o.jpg', 'name': 'Sonia T.'}, 'time_created': '2016-07-10 23:55:45'}], 'total': 42, 'possible_languages': ['fr', 'de', 'en']}"
16,song-fa-bak-kut-teh-singapore-6,13,singaporean,"{'reviews': [{'url': 'https://www.yelp.com/biz/song-fa-bak-kut-teh-singapore-6?hrid=Wqg2ay6u_lV9E1aab-VCHQ&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': 'After reading my previous review (Jumbo Seafood), you might ask: ""So what is the second ""must-try"" food when in Singapore?""\n\nThe answer is: bak kut teh from...', 'rating': 5, 'user': {'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/B1wczoGpu_wGNhsBi3IcFA/o.jpg', 'name': 'Rob L.'}, 'time_created': '2017-08-08 20:18:33'}, {'url': 'https://www.yelp.com/biz/song-fa-bak-kut-teh-singapore-6?hrid=thVjgHJ3G6-h6pWs3FgJgA&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': 'Bak kut teh is classic homey Singaporean food, and this place does it so well.  Love the free refills of soup when your bowl runs low.  Besides the bak kut...', 'rating': 5, 'user': {'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/yC-QXCzQlqueBKxVyyvgug/o.jpg', 'name': 'Joanne G.'}, 'time_created': '2017-08-10 13:07:40'}, {'url': 'https://www.yelp.com/biz/song-fa-bak-kut-teh-singapore-6?hrid=GgO4O67VWOXxuc0qpG4TzQ&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': ""There's usually a queue here for a reason. Classic Singaporean peppery bak kut teh (pork bone soup) with free soup refills - in contrast to the Malaysian..."", 'rating': 4, 'user': {'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/zD55d4HL-Xq2xwMLpcDg7w/o.jpg', 'name': 'Audrey L.'}, 'time_created': '2017-04-02 06:26:18'}], 'total': 13, 'possible_languages': ['en', 'ja']}"
18,kim-choo-kueh-chang-singapore-2,5,singaporean,"{'reviews': [{'url': 'https://www.yelp.com/biz/kim-choo-kueh-chang-singapore-2?hrid=SYxbIJZPVqnKQz653o3u1g&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': 'Little packages of delicious savory goodness wrapped in fragrant pandan leaves. They are called dumplings here, which can be confusing for non locals.  They...', 'rating': 5, 'user': {'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/1eExoZn1Ol2fmOIp_AFfIA/o.jpg', 'name': 'S F.'}, 'time_created': '2016-09-22 20:21:25'}, {'url': 'https://www.yelp.com/biz/kim-choo-kueh-chang-singapore-2?hrid=szjlWCmA-UYSXAaS95SNuA&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': ""In my opinion, simply the best dumplings in Singapore! Plenty of asian cuisine when translated in english uses the term 'dumpling' to describe lots of..."", 'rating': 5, 'user': {'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/zEwOwQafABj6Tx2hA85HAQ/o.jpg', 'name': 'Jonathan L.'}, 'time_created': '2012-08-09 03:46:51'}, {'url': 'https://www.yelp.com/biz/kim-choo-kueh-chang-singapore-2?hrid=4TGtZBCAPkyn-a-1eGqqmQ&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': ""I love Kim Choo's Bak Chang rice dumplings but I'm not here to talk about them today. Instead, I want to share with you my favorite item here -- Ang ku..."", 'rating': 5, 'user': {'image_url': None, 'name': 'Erika C.'}, 'time_created': '2015-04-02 10:39:13'}], 'total': 5, 'possible_languages': ['en', 'ja']}"
19,herbivore-singapore,5,singaporean,"{'reviews': [{'url': 'https://www.yelp.com/biz/herbivore-singapore?hrid=f5wkVc-7-Vky0JcngA-maA&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': ""Agree with the others.\nSalad (average price of 13-15) are well presented and we'll portioned. Small note is to be careful once hitting the bottom as the..."", 'rating': 5, 'user': {'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/Cfs6wzDS96SpqyU-xTfiCw/o.jpg', 'name': 'Marzia D.'}, 'time_created': '2017-08-06 21:54:22'}, {'url': 'https://www.yelp.com/biz/herbivore-singapore?hrid=7DcX_uUZWqRdLFRrVRRZVw&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': 'Lovely service, extensive menu, and a great selection of teas. Loved the curry udon and tempura. The avocado in the salad was perfectly ripe, and the...', 'rating': 5, 'user': {'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/37D4xR_ppvGLv45mUlakJw/o.jpg', 'name': 'Tricia F.'}, 'time_created': '2016-07-10 20:41:50'}, {'url': 'https://www.yelp.com/biz/herbivore-singapore?hrid=7Zszz6_Hv04nu76iYmGsbw&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': ""When a restaurant makes a longtime vegan stop and ask if the sashimi really is veg-based, that's how you know it's a well-done meal. I'm used to analogue..."", 'rating': 4, 'user': {'image_url': None, 'name': 'Samantha M.'}, 'time_created': '2016-09-28 13:26:00'}], 'total': 5, 'possible_languages': ['en']}"
0,the-sushi-bar-singapore,32,japanese,"{'reviews': [{'url': 'https://www.yelp.com/biz/the-sushi-bar-singapore?hrid=gkSX4gClA__2kVWnlT16EQ&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': 'The service at Sushi Bar was great with an extremely polite and conscientious staff. Decor of the location was very intimate but also great for larger...', 'rating': 5, 'user': {'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/RKBRUuUOL8BW8Kak_evugw/o.jpg', 'name': 'Tanmay A.'}, 'time_created': '2017-05-19 00:34:37'}, {'url': 'https://www.yelp.com/biz/the-sushi-bar-singapore?hrid=2TkrpucNsJy7hWamqKEg_Q&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': 'Heard that this was the best sushi joint in Singapore, so we had to try. The restaurant was extremely hard to find, no one knew where it was and we were...', 'rating': 4, 'user': {'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/Sk9w2RxY-IYQD7CAihK1XQ/o.jpg', 'name': 'Jenn W.'}, 'time_created': '2017-07-01 08:26:55'}, {'url': 'https://www.yelp.com/biz/the-sushi-bar-singapore?hrid=dBbqiIaj9o_9UsSPYpVmpw&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': ""OMG Yelp let me down big time.  I don't know how this place can be rated 4 1/2 stars.  I'm pretty sure you can get much better sushi at Costco and better..."", 'rating': 2, 'user': {'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/JxAGHLFdW_rU7InGA4gPuA/o.jpg', 'name': 'Alex L.'}, 'time_created': '2017-04-06 06:27:28'}], 'total': 32, 'possible_languages': ['fi', 'en']}"
1,shinji-by-kanesaka-singapore,23,japanese,"{'reviews': [{'url': 'https://www.yelp.com/biz/shinji-by-kanesaka-singapore?hrid=cvFMfVISclfyyypzvU_M7w&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': ""I've only tried better sushi in San Diego's Nobu but hands down to this location. Recently moved to Singapore and I am always on a lookup for a new places..."", 'rating': 5, 'user': {'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/GD6fP7M9eOLlJp0sCR2TiQ/o.jpg', 'name': 'Slawek C.'}, 'time_created': '2016-02-14 01:47:26'}, {'url': 'https://www.yelp.com/biz/shinji-by-kanesaka-singapore?hrid=gyWrjUUixMqGLP6y0yoqXw&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': 'News flash. Japanese food, terrible or not, costs a fortune in Singapore. Full stop. \n\nOk, now that that is out of the way, I can say Shinji is the best...', 'rating': 4, 'user': {'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/U7rBymn6rgSDsv7bgqjJwg/o.jpg', 'name': 'Everett L.'}, 'time_created': '2017-07-08 06:15:42'}, {'url': 'https://www.yelp.com/biz/shinji-by-kanesaka-singapore?hrid=8BkBvfsxElrh-HllUsfyRw&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': 'I hate to be the bad person but..\n\nThe tall slim young chef who served my omakase was obviously at the tail or the beginning of a cold. He turned often to...', 'rating': 1, 'user': {'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/LWWRYmLRm3sBEwM9RIoE1A/o.jpg', 'name': 'Delphi L.'}, 'time_created': '2016-10-28 20:08:53'}], 'total': 23, 'possible_languages': ['en']}"
2,ryus-singapore-2,5,japanese,"{'reviews': [{'url': 'https://www.yelp.com/biz/ryus-singapore-2?hrid=Ct3OSXSDihaTFNVB_kqN-g&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': ""This place gets the props cos it's a Japanese restaurant that came highly recommended by a Japanese colleague. I mean, Japanese really love their cuisine..."", 'rating': 5, 'user': {'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/VF71IZXsNfsjOrsQxRwZHg/o.jpg', 'name': 'Ally T.'}, 'time_created': '2016-04-25 09:41:21'}, {'url': 'https://www.yelp.com/biz/ryus-singapore-2?hrid=qLXT0cwNHYsJRVriuMJ_NA&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': 'Attentive friendly service, brilliant sushi chef and just so delicious. Not inexpensive (for dinner anyway), but so good.', 'rating': 5, 'user': {'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/tE7T-Ahc0yXhWwmHIrO-Gg/o.jpg', 'name': 'Ask B.'}, 'time_created': '2017-05-17 07:51:28'}, {'url': 'https://www.yelp.com/biz/ryus-singapore-2?hrid=gnRYPWW3N5aDEBDN6Me6Pw&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': ""In a city flooded with ersatz Japanese restaurants that are all-too-often run by non-Japanese Asian folks in search of high margins, it's delightful to have..."", 'rating': 5, 'user': {'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/ywq72PQNrKYYEf_YEfiaEA/o.jpg', 'name': 'Richard C.'}, 'time_created': '2015-09-18 19:42:14'}], 'total': 5, 'possible_languages': ['en']}"
3,ki-sho-singapore,8,japanese,"{'reviews': [{'url': 'https://www.yelp.com/biz/ki-sho-singapore?hrid=HUErwe3-kSq3h3zEKWcDcg&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': 'A fine restaurant tucked away in a colonial bungalow at Scotts Road, I was surprised by the tranquility and calmness brought on by the simple decoration of...', 'rating': 5, 'user': {'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/85vPxt76QfE-ERoP1YQ3Rw/o.jpg', 'name': 'Christina N.'}, 'time_created': '2016-12-24 04:31:26'}, {'url': 'https://www.yelp.com/biz/ki-sho-singapore?hrid=DRTbhDcmj76evHpg5x_KSA&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': 'Sugoi (incredible) umami (savoury) sushi by chef kazu. A dinner during white truffle season is the best. Uni (sea urchin) & white truffles make a very...', 'rating': 5, 'user': {'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/6J-gFeCqv1_TmkPHIlRTfw/o.jpg', 'name': 'Tim C.'}, 'time_created': '2017-06-28 08:58:03'}, {'url': 'https://www.yelp.com/biz/ki-sho-singapore?hrid=Gx294whhWFuOojwrTdo15Q&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': 'In my opinion, this is the only Japanese restaurant in Singapore worthy of 3 Michelin Stars and I hope they get it next month.\n\nThey do everything right...', 'rating': 5, 'user': {'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/keUqprS9WOcWsqJF6k_F7A/o.jpg', 'name': 'Shawn B.'}, 'time_created': '2016-06-15 02:46:29'}], 'total': 8, 'possible_languages': ['en']}"
4,santouka-singapore,49,japanese,"{'reviews': [{'url': 'https://www.yelp.com/biz/santouka-singapore?hrid=qw6jdhwFrrStTUNCJWtCiQ&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': 'YESSS.\n\nThe good news: I can finally cross Santouka off my ""Man I wanna try that one day"" list.\n\nThe bad: It\'s now on a cravings list. And $14++ isn\'t...', 'rating': 5, 'user': {'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/O108Khp_kOmQYqcNGEuQ2w/o.jpg', 'name': 'Karissa L.'}, 'time_created': '2016-01-24 06:51:58'}, {'url': 'https://www.yelp.com/biz/santouka-singapore?hrid=EckR6Oj93vqNuBJZi1hBpQ&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': ""The ramen was superb: I upgraded from pork belly to pork cheeks--amazingly fall-apart tender and quite lean. And I had the spicy miso base, which wasn't..."", 'rating': 4, 'user': {'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/OBVvabwSlPjAVwI3eUPYmw/o.jpg', 'name': 'Richard B.'}, 'time_created': '2017-09-08 00:58:29'}, {'url': 'https://www.yelp.com/biz/santouka-singapore?hrid=jRY4vrMHgC6v5WTxOvpI0w&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': ""Great food, good service, reasonable prices.\n\nA little tricky to find in the upstairs location, but once you're there it's very good. It's also not very..."", 'rating': 4, 'user': {'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/6JTAhIrE5au0m9TamRhhLQ/o.jpg', 'name': 'Ben E.'}, 'time_created': '2017-05-17 04:06:45'}], 'total': 49, 'possible_languages': ['fr', 'en']}"
5,aoki-singapore,25,japanese,"{'reviews': [{'url': 'https://www.yelp.com/biz/aoki-singapore?hrid=ri-MqOpQV1QiuGYAaNvyog&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': ""Pretty high-quality chirashi here, with generous portions of sashimi. It's pretty rare to have uni with chirashi so that was a nice surprise. I'm not..."", 'rating': 4, 'user': {'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/g7PWj6apFlTUZ9CRpGqxfQ/o.jpg', 'name': 'Tian B.'}, 'time_created': '2017-07-22 04:20:57'}, {'url': 'https://www.yelp.com/biz/aoki-singapore?hrid=hTslxjWwwMY8dasCdwkvkg&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': 'Had a solo lunch here, and got the Taian Bento ($88++), which came with sashimi, nimono, veggie tempura, sushi, miso soup, and dessert.\n\nI was really...', 'rating': 5, 'user': {'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/wpM5IU5eSnTJWvMZaKlAFA/o.jpg', 'name': 'Natalie H.'}, 'time_created': '2016-10-25 23:39:09'}, {'url': 'https://www.yelp.com/biz/aoki-singapore?hrid=qPduG9uoRuRMEsH68ecL_w&adjust_creative=RAR4mRD7RoBdxl3I0__7fQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=RAR4mRD7RoBdxl3I0__7fQ', 'text': ""Are you a diced or sliced chirashi-don person? Well if you are a sashimi person who don't mind some vinegared rice, i guess you would go with sliced. Well,..."", 'rating': 5, 'user': {'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/H3vxn08fJKq_Hhera5pQFA/o.jpg', 'name': 'Cheryl N.'}, 'time_created': '2016-02-16 23:37:41'}], 'total': 25, 'possible_languages': ['en']}"
